10.000,3.462
10.000,2.836
10.000,3.317
10.000,2.834
10.100,3.508
10.100,2.880
10.100,3.315
10.100,2.869
10.100,0.000
10.200,3.001
10.200,0.000
10.200,3.333
10.200,2.855
10.200,3.333
10.300,3.557
10.300,2.855
10.300,0.000
10.300,3.369
10.300,2.853
10.300,0.000
10.400,3.588
10.400,2.844
10.400,0.000
10.400,3.396
10.400,2.855
10.400,0.000
10.500,3.610
10.500,2.869
10.500,3.406
10.500,2.857
10.500,0.000
10.600,3.624
10.600,2.859
10.600,-0.400
10.600,3.424
10.600,2.875
10.600,-0.400
10.700,3.622
10.700,2.867
10.700,-0.340
10.700,3.429
10.700,2.862
10.700,-0.348
10.800,3.012
10.800,-0.393
10.800,3.449
10.800,2.870
10.800,-0.310
10.800,3.450
10.900,3.042
10.900,-0.340
10.900,3.474
10.900,2.879
10.900,0.000
10.900,3.478
11.000,3.651
11.000,2.874
11.000,0.000
11.000,3.463
11.000,2.870
11.000,-0.363
11.100,3.066
11.100,-0.315
11.100,3.483
11.100,2.878
11.100,-0.344
11.100,3.488
11.200,3.687
11.200,2.872
11.200,-0.328
11.200,3.503
11.200,2.873
11.200,-0.317
11.300,3.070
11.300,-0.344
11.300,3.526
11.300,2.882
11.300,-0.303
11.300,3.521
11.400,3.077
11.400,-0.322
11.400,3.502
11.400,2.888
11.400,-0.296
11.400,3.534
11.500,3.721
11.500,2.870
11.500,-0.280
11.500,3.511
11.500,2.973
11.500,-0.320
11.600,3.087
11.600,-0.280
11.600,3.557
11.600,2.926
11.600,-0.270
11.600,3.546
11.700,3.073
11.700,-0.274
11.700,3.552
11.700,2.896
11.700,-0.264
11.700,3.563
11.800,3.767
11.800,2.929
11.800,-0.240
11.800,3.541
11.800,2.931
11.800,-0.258
11.900,3.796
11.900,2.956
11.900,-0.271
11.900,3.559
11.900,2.924
11.900,-0.271
12.000,3.104
12.000,-0.270
12.000,3.635
12.000,2.945
12.000,-0.266
12.000,3.578
12.100,3.085
12.100,-0.273
12.100,3.609
12.100,2.928
12.100,-0.265
12.100,3.592
12.200,3.863
12.200,2.952
12.200,-0.262
12.200,3.619
12.200,2.949
12.200,-0.252
12.300,3.099
12.300,-0.272
12.300,3.630
12.300,2.955
12.300,-0.244
12.300,3.630
12.400,3.864
12.400,2.946
12.400,-0.255
12.400,3.625
12.400,2.954
12.400,-0.230
12.500,3.885
12.500,2.954
12.500,-0.230
12.500,3.622
12.500,2.955
12.500,-0.230
12.600,3.891
12.600,3.006
12.600,-0.230
12.600,3.637
12.600,2.944
12.600,-0.230
12.700,3.896
12.700,3.045
12.700,-0.230
12.700,3.686
12.700,3.005
12.700,-0.230
12.800,3.128
12.800,-0.244
12.800,3.664
12.800,2.972
12.800,-0.230
12.800,3.682
12.900,3.133
12.900,-0.239
12.900,3.676
12.900,2.967
12.900,-0.247
12.900,3.692
13.000,3.917
13.000,2.976
13.000,-0.237
13.000,3.677
13.000,2.969
13.000,-0.230
13.100,3.128
13.100,-0.230
13.100,3.741
13.100,2.979
13.100,-0.230
13.100,3.693
13.200,3.944
13.200,2.989
13.200,-0.215
13.200,3.747
13.200,3.016
13.200,-0.244
13.300,3.948
13.300,2.997
13.300,-0.228
13.300,3.710
13.300,2.982
13.300,-0.230
13.400,3.185
13.400,-0.230
13.400,3.799
13.400,2.992
13.400,-0.216
13.400,3.788
13.500,3.190
13.500,-0.233
13.500,3.771
13.500,2.994
13.500,-0.228
13.500,3.770
13.600,3.984
13.600,3.050
13.600,-0.198
13.600,3.776
13.600,3.008
13.600,-0.202
13.700,3.193
13.700,-0.202
13.700,3.831
13.700,3.071
13.700,-0.192
13.700,3.810
13.800,3.982
13.800,3.032
13.800,-0.202
13.800,3.748
13.800,3.035
13.800,-0.198
13.900,3.188
13.900,-0.178
13.900,3.805
13.900,3.030
13.900,-0.198
13.900,3.823
14.000,4.011
14.000,3.046
14.000,-0.183
14.000,3.827
14.000,3.052
14.000,-0.186
14.100,3.188
14.100,-0.193
14.100,3.857
14.100,3.032
14.100,-0.183
14.100,3.828
14.200,4.023
14.200,3.128
14.200,-0.201
14.200,3.866
14.200,3.079
14.200,-0.183
14.300,3.266
14.300,-0.164
14.300,3.871
14.300,3.042
14.300,-0.183
14.300,3.781
14.400,4.024
14.400,3.073
14.400,-0.175
14.400,3.766
14.400,3.070
14.400,-0.183
14.500,4.037
14.500,3.115
14.500,-0.179
14.500,3.783
14.500,3.077
14.500,-0.173
14.600,4.050
14.600,3.086
14.600,-0.123
14.600,3.842
14.600,3.101
14.600,-0.167
14.700,4.045
14.700,3.078
14.700,-0.126
14.700,3.788
14.700,3.114
14.700,-0.198
14.800,3.268
14.800,-0.136
14.800,3.887
14.800,3.101
14.800,-0.228
14.800,3.925
14.900,3.196
14.900,-0.121
14.900,3.877
14.900,3.170
14.900,-0.239
14.900,3.950
15.000,4.045
15.000,3.152
15.000,-0.252
15.000,3.922
15.000,3.115
15.000,-0.109
2.500,0.837
2.500,0.794
2.500,0.791
2.500,0.795
2.500,0.793
2.500,0.803
2.500,0.794
2.500,0.799
2.600,0.851
2.600,0.820
2.600,0.808
2.600,0.802
2.600,0.808
2.600,0.801
2.600,0.813
2.600,0.804
2.700,0.878
2.700,0.831
2.700,0.818
2.700,0.828
2.700,0.817
2.700,0.827
2.700,0.819
2.700,0.832
2.800,0.881
2.800,0.837
2.800,0.821
2.800,0.840
2.800,0.828
2.800,0.841
2.800,0.827
2.800,0.815
2.900,0.899
2.900,0.859
2.900,0.844
2.900,0.859
2.900,0.840
2.900,0.858
2.900,0.845
2.900,0.854
3.000,0.915
3.000,0.872
3.000,0.859
3.000,0.868
3.000,0.854
3.000,0.871
3.000,0.855
3.000,0.874
3.100,0.913
3.100,0.891
3.100,0.861
3.100,0.888
3.100,0.858
3.100,0.890
3.100,0.868
3.100,0.892
3.200,0.457
3.200,1.255
3.200,0.435
3.200,1.222
3.200,0.435
3.200,1.217
3.200,0.435
3.200,1.222
3.300,1.467
3.300,0.252
3.300,1.350
3.300,0.253
3.300,1.344
3.300,0.256
3.300,1.348
3.300,0.258
3.400,0.219
3.400,1.426
3.400,0.087
3.400,1.426
3.400,0.103
3.400,1.424
3.400,0.102
3.400,1.428
3.400,0.000
3.500,1.701
3.500,-0.062
3.500,1.581
3.500,-0.052
3.500,1.542
3.500,-0.050
3.500,1.583
3.500,-0.059
3.600,1.780
3.600,-0.179
3.600,1.642
3.600,-0.180
3.600,1.600
3.600,-0.178
3.600,1.630
3.600,-0.177
3.700,1.855
3.700,-0.268
3.700,1.715
3.700,-0.266
3.700,1.667
3.700,-0.267
3.700,1.700
3.700,-0.264
3.800,1.899
3.800,-0.338
3.800,1.761
3.800,-0.351
3.800,1.714
3.800,-0.358
3.800,1.729
3.800,-0.351
3.900,1.953
3.900,0.000
3.900,1.813
3.900,-0.372
3.900,1.808
3.900,0.000
3.900,1.819
3.900,0.000
4.000,1.989
4.000,1.851
4.000,1.788
4.000,1.846
4.100,2.029
4.100,1.874
4.100,1.869
4.100,1.874
4.200,2.047
4.200,1.886
4.200,1.884
4.200,1.884
4.300,2.083
4.300,1.924
4.300,1.919
4.300,1.924
4.400,2.109
4.400,1.949
4.400,1.944
4.400,1.950
4.500,2.149
4.500,1.976
4.500,1.979
4.500,1.979
4.600,2.168
4.600,2.008
4.600,1.996
4.600,2.007
4.700,2.181
4.700,2.013
4.700,2.044
4.700,2.048
4.800,2.196
4.800,2.041
4.800,2.041
4.800,2.046
5.000,2.258
5.000,2.135
5.000,2.131
5.000,2.109
5.100,2.279
5.100,2.171
5.100,2.162
5.100,2.173
5.200,2.306
5.200,2.180
5.200,2.172
5.200,2.188
5.300,2.329
5.300,2.197
5.300,2.190
5.300,2.198
5.400,2.355
5.400,2.228
5.400,2.221
5.400,2.229
5.500,2.374
5.500,2.232
5.500,2.228
5.500,2.238
5.600,2.374
5.600,2.237
5.600,2.240
5.600,2.237
5.700,2.395
5.700,2.257
5.700,2.254
5.700,2.270
5.800,2.406
5.800,2.287
5.800,2.284
5.800,2.282
5.900,2.425
5.900,2.296
5.900,2.298
5.900,2.298
6.000,2.437
6.000,2.310
6.000,2.296
6.000,2.302
6.100,2.688
6.100,2.526
6.100,2.527
6.100,2.536
6.200,2.700
6.200,2.548
6.200,2.544
6.200,2.546
6.300,2.726
6.300,2.572
6.300,2.559
6.300,2.570
6.400,2.741
6.400,2.574
6.400,2.574
6.400,2.587
6.500,2.759
6.500,2.606
6.500,2.600
6.500,2.602
6.600,2.782
6.600,2.620
6.600,2.612
6.600,2.617
6.700,2.796
6.700,2.645
6.700,2.638
6.700,2.651
6.800,2.809
6.800,2.650
6.800,2.640
6.800,2.657
6.900,2.815
6.900,2.660
6.900,2.652
6.900,2.664
7.000,2.833
7.000,2.681
7.000,2.680
7.000,2.678
7.100,2.862
7.100,2.701
7.100,2.699
7.100,2.690
7.200,2.879
7.200,2.699
7.200,2.703
7.200,2.714
7.300,2.900
7.300,2.724
7.300,2.710
7.300,2.722
7.400,2.920
7.400,2.736
7.400,2.740
7.400,2.743
7.600,2.968
7.600,2.829
7.600,2.787
7.600,2.794
7.700,2.958
7.700,2.812
7.700,2.768
7.700,2.777
7.800,2.978
7.800,2.832
7.800,2.817
7.800,2.818
7.900,2.988
7.900,2.809
7.900,2.811
7.900,2.813
8.000,3.000
8.000,2.891
8.000,2.831
8.000,2.866
8.100,3.000
8.100,2.891
8.100,2.831
8.100,2.866
8.200,3.035
8.200,2.888
8.200,2.882
8.200,2.889
8.300,3.035
8.300,2.900
8.300,2.898
8.300,2.899
8.400,3.054
8.400,2.935
8.400,2.927
8.400,2.938
8.500,3.046
8.500,2.931
8.500,2.916
8.500,2.889
8.600,3.063
8.600,2.934
8.600,2.922
8.600,2.940
8.700,3.095
8.700,2.979
8.700,2.983
8.700,2.985
8.800,3.087
8.800,2.984
8.800,2.983
8.800,2.986
8.900,3.120
8.900,3.001
8.900,2.999
8.900,3.003
9.000,3.127
9.000,3.012
9.000,3.019
9.000,3.027
9.100,3.131
9.100,3.023
9.100,3.027
9.100,3.030
9.200,3.146
9.200,3.036
9.200,3.026
9.200,3.033
9.300,3.155
9.300,3.045
9.300,3.031
9.300,3.048
9.400,3.154
9.400,3.056
9.400,3.037
9.400,3.053
9.500,3.196
9.500,3.064
9.500,3.024
9.500,3.068
9.600,3.197
9.600,3.067
9.600,3.078
9.600,3.075
9.700,3.331
9.700,2.983
9.700,3.201
9.700,2.984
9.800,3.377
9.800,2.911
9.800,3.244
9.800,2.912
